@relation cscsp

@attribute close numeric
@attribute hour numeric
@attribute consecutivedowns {BUCKET0,BUCKET1,BUCKET2,BUCKET3,BUCKET4,BUCKET5,BUCKET6,BUCKET7,BUCKET8,BUCKET9,BUCKET10,BUCKET11,BUCKET12,BUCKET13}
279.42, 19.0, BUCKET2, BUCKET6, BUCKET5, BUCKET6, BUCKET4, BUCKET8, BUCKET4, BUCKET6, BUCKET8, BUCKET4, BUCKET8, BUCKET3, BUCKET7, BUCKET5, BUCKET7, No
279.89, 19.0, BUCKET1, BUCKET8, BUCKET7, BUCKET6, BUCKET4, BUCKET8, BUCKET6, BUCKET9, BUCKET8, BUCKET4, BUCKET11, BUCKET2, BUCKET9, BUCKET5, BUCKET7, No
279.63, 18.0, BUCKET1, BUCKET7, BUCKET6, BUCKET7, BUCKET3, BUCKET7, BUCKET7, BUCKET8, BUCKET8, BUCKET4, BUCKET9, BUCKET8, BUCKET9, BUCKET3, BUCKET6, No
279.28, 18.0, BUCKET1, BUCKET6, BUCKET5, BUCKET7, BUCKET2, BUCKET5, BUCKET3, BUCKET6, BUCKET8, BUCKET4, BUCKET6, BUCKET9, BUCKET8, BUCKET2, BUCKET5, No
279.01, 18.0, BUCKET1, BUCKET5, BUCKET5, BUCKET7, BUCKET2, BUCKET2, BUCKET2, BUCKET3, BUCKET8, BUCKET4, BUCKET5, BUCKET0, BUCKET7, BUCKET2, BUCKET5, No
279.01, 18.0, BUCKET1, BUCKET5, BUCKET5, BUCKET7, BUCKET3, BUCKET2, BUCKET2, BUCKET3, BUCKET8, BUCKET4, BUCKET4, BUCKET0, BUCKET6, BUCKET2, BUCKET5, No
279.01, 17.0, BUCKET1, BUCKET5, BUCKET5, BUCKET7, BUCKET3, BUCKET2, BUCKET2, BUCKET3, BUCKET8, BUCKET4, BUCKET4, BUCKET2, BUCKET3, BUCKET2, BUCKET6, No
279.01, 17.0, BUCKET2, BUCKET5, BUCKET5, BUCKET7, BUCKET3, BUCKET2, BUCKET1, BUCKET3, BUCKET8, BUCKET4, BUCKET3, BUCKET1, BUCKET4, BUCKET3, BUCKET6, No
279.1, 17.0, BUCKET1, BUCKET6, BUCKET5, BUCKET7, BUCKET3, BUCKET3, BUCKET2, BUCKET3, BUCKET8, BUCKET4, BUCKET2, BUCKET0, BUCKET4, BUCKET4, BUCKET7, No
279.08, 17.0, BUCKET2, BUCKET6, BUCKET5, BUCKET7, BUCKET3, BUCKET3, BUCKET1, BUCKET3, BUCKET8, BUCKET4, BUCKET2, BUCKET0, BUCKET5, BUCKET5, BUCKET8, No
279.54, 16.0, BUCKET1, BUCKET7, BUCKET7, BUCKET6, BUCKET4, BUCKET4, BUCKET3, BUCKET5, BUCKET8, BUCKET4, BUCKET4, BUCKET8, BUCKET7, BUCKET6, BUCKET8, No
279.51, 16.0, BUCKET2, BUCKET7, BUCKET7, BUCKET6, BUCKET4, BUCKET4, BUCKET3, BUCKET4, BUCKET9, BUCKET4, BUCKET4, BUCKET2, BUCKET6, BUCKET6, BUCKET8, No
279.84, 16.0, BUCKET1, BUCKET8, BUCKET7, BUCKET6, BUCKET5, BUCKET5, BUCKET6, BUCKET6, BUCKET9, BUCKET4, BUCKET8, BUCKET7, BUCKET7, BUCKET7, BUCKET8, No
279.63, 16.0, BUCKET3, BUCKET8, BUCKET7, BUCKET6, BUCKET4, BUCKET4, BUCKET5, BUCKET5, BUCKET9, BUCKET4, BUCKET5, BUCKET6, BUCKET8, BUCKET7, BUCKET8, No
279.64, 15.0, BUCKET2, BUCKET8, BUCKET7, BUCKET6, BUCKET3, BUCKET5, BUCKET5, BUCKET5, BUCKET9, BUCKET4, BUCKET8, BUCKET8, BUCKET7, BUCKET7, BUCKET8, No
279.97, 15.0, BUCKET1, BUCKET8, BUCKET8, BUCKET6, BUCKET3, BUCKET7, BUCKET8, BUCKET7, BUCKET9, BUCKET5, BUCKET9, BUCKET4, BUCKET8, BUCKET7, BUCKET8, No
279.68, 15.0, BUCKET4, BUCKET8, BUCKET8, BUCKET6, BUCKET3, BUCKET5, BUCKET5, BUCKET6, BUCKET9, BUCKET5, BUCKET6, BUCKET0, BUCKET8, BUCKET6, BUCKET8, No
279.69, 15.0, BUCKET3, BUCKET8, BUCKET8, BUCKET6, BUCKET3, BUCKET6, BUCKET6, BUCKET6, BUCKET9, BUCKET5, BUCKET7, BUCKET2, BUCKET7, BUCKET6, BUCKET8, No
279.89, 14.0, BUCKET2, BUCKET8, BUCKET8, BUCKET6, BUCKET3, BUCKET8, BUCKET6, BUCKET7, BUCKET9, BUCKET5, BUCKET8, BUCKET5, BUCKET7, BUCKET6, BUCKET8, No
279.97, 14.0, BUCKET1, BUCKET8, BUCKET8, BUCKET5, BUCKET3, BUCKET7, BUCKET8, BUCKET7, BUCKET9, BUCKET5, BUCKET9, BUCKET8, BUCKET7, BUCKET5, BUCKET8, No
279.56, 14.0, BUCKET2, BUCKET8, BUCKET8, BUCKET6, BUCKET3, BUCKET6, BUCKET6, BUCKET6, BUCKET9, BUCKET5, BUCKET8, BUCKET5, BUCKET6, BUCKET5, BUCKET8, No
279.78, 14.0, BUCKET1, BUCKET8, BUCKET8, BUCKET7, BUCKET3, BUCKET6, BUCKET6, BUCKET7, BUCKET9, BUCKET5, BUCKET8, BUCKET6, BUCKET7, BUCKET5, BUCKET8, No
279.38, 13.0, BUCKET3, BUCKET8, BUCKET7, BUCKET7, BUCKET3, BUCKET6, BUCKET4, BUCKET5, BUCKET9, BUCKET5, BUCKET6, BUCKET6, BUCKET6, BUCKET4, BUCKET8, No
279.39, 13.0, BUCKET2, BUCKET8, BUCKET7, BUCKET7, BUCKET3, BUCKET7, BUCKET4, BUCKET5, BUCKET9, BUCKET5, BUCKET6, BUCKET5, BUCKET6, BUCKET4, BUCKET8, No
279.9, 13.0, BUCKET1, BUCKET8, BUCKET8, BUCKET7, BUCKET3, BUCKET8, BUCKET5, BUCKET7, BUCKET9, BUCKET5, BUCKET7, BUCKET6, BUCKET6, BUCKET4, BUCKET8, No
279.5, 13.0, BUCKET1, BUCKET8, BUCKET7, BUCKET7, BUCKET3, BUCKET6, BUCKET4, BUCKET6, BUCKET9, BUCKET5, BUCKET6, BUCKET4, BUCKET5, BUCKET3, BUCKET8, No
279.21, 12.0, BUCKET1, BUCKET8, BUCKET7, BUCKET7, BUCKET2, BUCKET4, BUCKET3, BUCKET5, BUCKET9, BUCKET5, BUCKET5, BUCKET5, BUCKET4, BUCKET3, BUCKET8, No
278.92, 12.0, BUCKET1, BUCKET7, BUCKET7, BUCKET8, BUCKET2, BUCKET3, BUCKET2, BUCKET4, BUCKET9, BUCKET5, BUCKET4, BUCKET6, BUCKET4, BUCKET3, BUCKET8, No
278.74, 12.0, BUCKET5, BUCKET7, BUCKET7, BUCKET8, BUCKET2, BUCKET3, BUCKET2, BUCKET3, BUCKET11, BUCKET5, BUCKET3, BUCKET7, BUCKET4, BUCKET4, BUCKET8, No
279.07, 12.0, BUCKET4, BUCKET8, BUCKET7, BUCKET8, BUCKET2, BUCKET4, BUCKET1, BUCKET4, BUCKET12, BUCKET5, BUCKET4, BUCKET9, BUCKET5, BUCKET5, BUCKET8, No
279.69, 11.0, BUCKET3, BUCKET8, BUCKET8, BUCKET6, BUCKET3, BUCKET4, BUCKET4, BUCKET5, BUCKET12, BUCKET5, BUCKET7, BUCKET4, BUCKET5, BUCKET6, BUCKET9, No
279.75, 11.0, BUCKET2, BUCKET8, BUCKET8, BUCKET6, BUCKET4, BUCKET5, BUCKET5, BUCKET5, BUCKET13, BUCKET5, BUCKET7, BUCKET9, BUCKET6, BUCKET7, BUCKET9, No
280.43, 11.0, BUCKET1, BUCKET9, BUCKET10, BUCKET5, BUCKET4, BUCKET7, BUCKET8, BUCKET8, BUCKET13, BUCKET4, BUCKET9, BUCKET5, BUCKET8, BUCKET8, BUCKET9, No
279.8, 11.0, BUCKET3, BUCKET9, BUCKET8, BUCKET6, BUCKET4, BUCKET7, BUCKET5, BUCKET6, BUCKET11, BUCKET4, BUCKET9, BUCKET8, BUCKET7, BUCKET8, BUCKET9, No
280.4, 10.0, BUCKET2, BUCKET9, BUCKET9, BUCKET5, BUCKET4, BUCKET9, BUCKET7, BUCKET9, BUCKET11, BUCKET4, BUCKET11, BUCKET6, BUCKET9, BUCKET9, BUCKET9, No
280.42, 10.0, BUCKET1, BUCKET10, BUCKET10, BUCKET5, BUCKET4, BUCKET8, BUCKET8, BUCKET9, BUCKET11, BUCKET4, BUCKET13, BUCKET7, BUCKET9, BUCKET8, BUCKET9, No
279.35, 10.0, BUCKET2, BUCKET9, BUCKET9, BUCKET6, BUCKET3, BUCKET6, BUCKET6, BUCKET7, BUCKET11, BUCKET4, BUCKET8, BUCKET5, BUCKET7, BUCKET7, BUCKET9, No
279.45, 10.0, BUCKET1, BUCKET9, BUCKET9, BUCKET6, BUCKET3, BUCKET6, BUCKET6, BUCKET8, BUCKET10, BUCKET4, BUCKET8, BUCKET6, BUCKET7, BUCKET7, BUCKET9, No
279.0, 9.0, BUCKET2, BUCKET8, BUCKET8, BUCKET7, BUCKET4, BUCKET3, BUCKET4, BUCKET4, BUCKET10, BUCKET4, BUCKET5, BUCKET5, BUCKET6, BUCKET7, BUCKET9, No
279.07, 9.0, BUCKET1, BUCKET8, BUCKET8, BUCKET7, BUCKET4, BUCKET4, BUCKET5, BUCKET5, BUCKET10, BUCKET5, BUCKET5, BUCKET8, BUCKET6, BUCKET7, BUCKET9, No
279.07, 9.0, BUCKET2, BUCKET9, BUCKET8, BUCKET7, BUCKET4, BUCKET4, BUCKET5, BUCKET5, BUCKET10, BUCKET5, BUCKET6, BUCKET6, BUCKET6, BUCKET8, BUCKET9, No
279.25, 9.0, BUCKET1, BUCKET9, BUCKET8, BUCKET6, BUCKET4, BUCKET5, BUCKET6, BUCKET6, BUCKET10, BUCKET5, BUCKET7, BUCKET6, BUCKET7, BUCKET8, BUCKET9, No
279.22, 8.0, BUCKET3, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET6, BUCKET6, BUCKET6, BUCKET10, BUCKET5, BUCKET8, BUCKET8, BUCKET7, BUCKET9, BUCKET9, No
279.48, 8.0, BUCKET2, BUCKET9, BUCKET9, BUCKET6, BUCKET6, BUCKET8, BUCKET7, BUCKET8, BUCKET9, BUCKET5, BUCKET9, BUCKET5, BUCKET9, BUCKET9, BUCKET9, No
279.49, 8.0, BUCKET1, BUCKET10, BUCKET10, BUCKET6, BUCKET6, BUCKET7, BUCKET8, BUCKET8, BUCKET9, BUCKET5, BUCKET11, BUCKET6, BUCKET8, BUCKET8, BUCKET9, No
279.23, 8.0, BUCKET1, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET6, BUCKET6, BUCKET8, BUCKET9, BUCKET5, BUCKET11, BUCKET6, BUCKET8, BUCKET8, BUCKET9, No
279.02, 7.0, BUCKET1, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET5, BUCKET6, BUCKET7, BUCKET9, BUCKET5, BUCKET8, BUCKET8, BUCKET9, BUCKET8, BUCKET9, No
278.91, 7.0, BUCKET3, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET6, BUCKET6, BUCKET6, BUCKET9, BUCKET5, BUCKET8, BUCKET8, BUCKET9, BUCKET8, BUCKET9, No
279.02, 7.0, BUCKET2, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET7, BUCKET6, BUCKET7, BUCKET9, BUCKET5, BUCKET8, BUCKET7, BUCKET9, BUCKET9, BUCKET9, No
279.3, 7.0, BUCKET1, BUCKET10, BUCKET10, BUCKET6, BUCKET5, BUCKET10, BUCKET8, BUCKET9, BUCKET9, BUCKET5, BUCKET9, BUCKET8, BUCKET9, BUCKET9, BUCKET9, No
278.86, 6.0, BUCKET2, BUCKET10, BUCKET9, BUCKET6, BUCKET5, BUCKET9, BUCKET6, BUCKET8, BUCKET9, BUCKET5, BUCKET8, BUCKET5, BUCKET9, BUCKET9, BUCKET9, No
278.93, 6.0, BUCKET1, BUCKET10, BUCKET10, BUCKET6, BUCKET5, BUCKET11, BUCKET8, BUCKET9, BUCKET9, BUCKET5, BUCKET9, BUCKET6, BUCKET8, BUCKET9, BUCKET9, No
278.87, 6.0, BUCKET1, BUCKET10, BUCKET9, BUCKET6, BUCKET6, BUCKET11, BUCKET7, BUCKET8, BUCKET8, BUCKET5, BUCKET10, BUCKET4, BUCKET8, BUCKET9, BUCKET9, No
278.87, 6.0, BUCKET1, BUCKET10, BUCKET9, BUCKET6, BUCKET6, BUCKET10, BUCKET7, BUCKET8, BUCKET8, BUCKET6, BUCKET10, BUCKET8, BUCKET8, BUCKET9, BUCKET9, No
278.63, 5.0, BUCKET1, BUCKET10, BUCKET8, BUCKET6, BUCKET5, BUCKET9, BUCKET6, BUCKET8, BUCKET8, BUCKET6, BUCKET9, BUCKET9, BUCKET7, BUCKET8, BUCKET9, No
278.35, 5.0, BUCKET1, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET8, BUCKET6, BUCKET8, BUCKET8, BUCKET5, BUCKET8, BUCKET6, BUCKET7, BUCKET8, BUCKET9, No
278.06, 5.0, BUCKET2, BUCKET9, BUCKET8, BUCKET6, BUCKET6, BUCKET8, BUCKET6, BUCKET7, BUCKET8, BUCKET5, BUCKET8, BUCKET7, BUCKET7, BUCKET8, BUCKET9, No
278.31, 5.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET7, BUCKET8, BUCKET6, BUCKET8, BUCKET8, BUCKET5, BUCKET9, BUCKET8, BUCKET5, BUCKET8, BUCKET9, No
278.17, 4.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET6, BUCKET8, BUCKET6, BUCKET8, BUCKET8, BUCKET6, BUCKET9, BUCKET6, BUCKET6, BUCKET7, BUCKET9, No
278.17, 4.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET6, BUCKET8, BUCKET6, BUCKET8, BUCKET8, BUCKET6, BUCKET8, BUCKET8, BUCKET6, BUCKET7, BUCKET8, No
277.43, 4.0, BUCKET2, BUCKET8, BUCKET7, BUCKET5, BUCKET6, BUCKET8, BUCKET5, BUCKET7, BUCKET8, BUCKET6, BUCKET8, BUCKET9, BUCKET5, BUCKET7, BUCKET8, No
278.18, 4.0, BUCKET1, BUCKET9, BUCKET8, BUCKET5, BUCKET7, BUCKET11, BUCKET6, BUCKET9, BUCKET4, BUCKET6, BUCKET10, BUCKET9, BUCKET6, BUCKET7, BUCKET8, No
277.18, 3.0, BUCKET1, BUCKET7, BUCKET6, BUCKET5, BUCKET7, BUCKET11, BUCKET6, BUCKET9, BUCKET4, BUCKET6, BUCKET9, BUCKET8, BUCKET7, BUCKET7, BUCKET8, No
277.15, 3.0, BUCKET1, BUCKET7, BUCKET6, BUCKET5, BUCKET7, BUCKET10, BUCKET6, BUCKET9, BUCKET4, BUCKET5, BUCKET10, BUCKET8, BUCKET7, BUCKET7, BUCKET7, No
277.12, 3.0, BUCKET1, BUCKET7, BUCKET6, BUCKET5, BUCKET8, BUCKET9, BUCKET6, BUCKET9, BUCKET4, BUCKET5, BUCKET12, BUCKET8, BUCKET7, BUCKET6, BUCKET5, No
276.8, 3.0, BUCKET1, BUCKET7, BUCKET6, BUCKET5, BUCKET7, BUCKET8, BUCKET6, BUCKET8, BUCKET4, BUCKET6, BUCKET13, BUCKET9, BUCKET7, BUCKET5, BUCKET5, Buy
275.26, 2.0, BUCKET1, BUCKET4, BUCKET3, BUCKET6, BUCKET6, BUCKET7, BUCKET3, BUCKET5, BUCKET4, BUCKET5, BUCKET5, BUCKET5, BUCKET5, BUCKET5, BUCKET5, Buy
275.24, 2.0, BUCKET1, BUCKET4, BUCKET3, BUCKET6, BUCKET6, BUCKET6, BUCKET3, BUCKET5, BUCKET4, BUCKET5, BUCKET4, BUCKET6, BUCKET5, BUCKET5, BUCKET5, Buy
274.85, 2.0, BUCKET3, BUCKET4, BUCKET3, BUCKET6, BUCKET6, BUCKET6, BUCKET1, BUCKET4, BUCKET4, BUCKET5, BUCKET2, BUCKET5, BUCKET4, BUCKET5, BUCKET5, Buy
275.25, 2.0, BUCKET2, BUCKET4, BUCKET3, BUCKET6, BUCKET6, BUCKET7, BUCKET4, BUCKET5, BUCKET4, BUCKET5, BUCKET5, BUCKET7, BUCKET4, BUCKET6, BUCKET5, Buy
275.82, 1.0, BUCKET1, BUCKET5, BUCKET4, BUCKET5, BUCKET6, BUCKET8, BUCKET6, BUCKET7, BUCKET4, BUCKET5, BUCKET9, BUCKET8, BUCKET3, BUCKET5, BUCKET5, Buy
275.33, 1.0, BUCKET1, BUCKET4, BUCKET4, BUCKET6, BUCKET6, BUCKET6, BUCKET4, BUCKET6, BUCKET4, BUCKET5, BUCKET7, BUCKET13, BUCKET2, BUCKET4, BUCKET4, Buy
275.0, 1.0, BUCKET1, BUCKET3, BUCKET3, BUCKET6, BUCKET3, BUCKET5, BUCKET4, BUCKET4, BUCKET4, BUCKET5, BUCKET6, BUCKET11, BUCKET3, BUCKET4, BUCKET4, Buy
275.0, 1.0, BUCKET3, BUCKET3, BUCKET3, BUCKET6, BUCKET2, BUCKET7, BUCKET4, BUCKET4, BUCKET4, BUCKET5, BUCKET6, BUCKET9, BUCKET3, BUCKET4, BUCKET4, Buy
275.42, 0.0, BUCKET2, BUCKET4, BUCKET4, BUCKET6, BUCKET2, BUCKET9, BUCKET6, BUCKET5, BUCKET4, BUCKET5, BUCKET7, BUCKET3, BUCKET3, BUCKET4, BUCKET4, Buy
275.65, 0.0, BUCKET1, BUCKET4, BUCKET4, BUCKET5, BUCKET2, BUCKET10, BUCKET6, BUCKET7, BUCKET4, BUCKET5, BUCKET7, BUCKET7, BUCKET5, BUCKET4, BUCKET4, Buy
275.44, 0.0, BUCKET1, BUCKET4, BUCKET4, BUCKET6, BUCKET2, BUCKET9, BUCKET4, BUCKET5, BUCKET4, BUCKET5, BUCKET7, BUCKET8, BUCKET4, BUCKET3, BUCKET4, Buy
275.33, 0.0, BUCKET2, BUCKET3, BUCKET4, BUCKET6, BUCKET2, BUCKET8, BUCKET4, BUCKET5, BUCKET4, BUCKET5, BUCKET7, BUCKET9, BUCKET4, BUCKET3, BUCKET4, Buy
275.4, 23.0, BUCKET1, BUCKET3, BUCKET4, BUCKET7, BUCKET2, BUCKET8, BUCKET4, BUCKET5, BUCKET4, BUCKET5, BUCKET5, BUCKET8, BUCKET5, BUCKET3, BUCKET4, Buy
275.13, 23.0, BUCKET1, BUCKET2, BUCKET3, BUCKET8, BUCKET2, BUCKET6, BUCKET3, BUCKET4, BUCKET4, BUCKET5, BUCKET5, BUCKET9, BUCKET3, BUCKET2, BUCKET4, Buy
275.11, 23.0, BUCKET1, BUCKET2, BUCKET3, BUCKET8, BUCKET2, BUCKET4, BUCKET3, BUCKET4, BUCKET4, BUCKET5, BUCKET4, BUCKET7, BUCKET3, BUCKET2, BUCKET4, Buy
274.79, 23.0, BUCKET4, BUCKET1, BUCKET3, BUCKET8, BUCKET1, BUCKET2, BUCKET2, BUCKET2, BUCKET4, BUCKET5, BUCKET3, BUCKET12, BUCKET3, BUCKET2, BUCKET4, Buy
275.2, 22.0, BUCKET3, BUCKET1, BUCKET1, BUCKET8, BUCKET2, BUCKET3, BUCKET1, BUCKET3, BUCKET4, BUCKET5, BUCKET4, BUCKET7, BUCKET3, BUCKET1, BUCKET4, Buy
275.51, 22.0, BUCKET2, BUCKET2, BUCKET1, BUCKET8, BUCKET2, BUCKET4, BUCKET1, BUCKET3, BUCKET5, BUCKET5, BUCKET3, BUCKET3, BUCKET3, BUCKET2, BUCKET4, Buy
275.83, 22.0, BUCKET1, BUCKET2, BUCKET2, BUCKET8, BUCKET2, BUCKET4, BUCKET2, BUCKET3, BUCKET5, BUCKET5, BUCKET3, BUCKET5, BUCKET3, BUCKET2, BUCKET4, Buy
275.71, 22.0, BUCKET6, BUCKET1, BUCKET2, BUCKET8, BUCKET2, BUCKET4, BUCKET1, BUCKET3, BUCKET5, BUCKET5, BUCKET2, BUCKET8, BUCKET2, BUCKET2, BUCKET5, Buy
276.2, 21.0, BUCKET5, BUCKET2, BUCKET1, BUCKET8, BUCKET2, BUCKET5, BUCKET1, BUCKET4, BUCKET5, BUCKET5, BUCKET3, BUCKET4, BUCKET3, BUCKET2, BUCKET5, No
276.38, 21.0, BUCKET4, BUCKET2, BUCKET2, BUCKET8, BUCKET2, BUCKET6, BUCKET2, BUCKET4, BUCKET5, BUCKET6, BUCKET3, BUCKET9, BUCKET6, BUCKET3, BUCKET5, No
276.39, 21.0, BUCKET3, BUCKET2, BUCKET2, BUCKET8, BUCKET2, BUCKET7, BUCKET2, BUCKET4, BUCKET5, BUCKET6, BUCKET3, BUCKET8, BUCKET7, BUCKET3, BUCKET5, No
276.94, 21.0, BUCKET2, BUCKET4, BUCKET4, BUCKET6, BUCKET2, BUCKET8, BUCKET4, BUCKET5, BUCKET5, BUCKET6, BUCKET6, BUCKET9, BUCKET6, BUCKET4, BUCKET5, No
277.48, 20.0, BUCKET1, BUCKET5, BUCKET5, BUCKET6, BUCKET3, BUCKET9, BUCKET8, BUCKET6, BUCKET5, BUCKET6, BUCKET7, BUCKET6, BUCKET7, BUCKET3, BUCKET5, No
277.1, 20.0, BUCKET1, BUCKET4, BUCKET4, BUCKET7, BUCKET2, BUCKET8, BUCKET5, BUCKET6, BUCKET0, BUCKET5, BUCKET5, BUCKET3, BUCKET7, BUCKET3, BUCKET5, No
276.2, 20.0, BUCKET2, BUCKET1, BUCKET1, BUCKET8, BUCKET2, BUCKET6, BUCKET1, BUCKET3, BUCKET1, BUCKET5, BUCKET2, BUCKET4, BUCKET5, BUCKET3, BUCKET5, No
277.42, 20.0, BUCKET1, BUCKET5, BUCKET5, BUCKET7, BUCKET2, BUCKET8, BUCKET5, BUCKET6, BUCKET1, BUCKET5, BUCKET5, BUCKET8, BUCKET7, BUCKET3, BUCKET5, No
277.12, 19.0, BUCKET1, BUCKET4, BUCKET4, BUCKET7, BUCKET2, BUCKET7, BUCKET3, BUCKET5, BUCKET2, BUCKET5, BUCKET5, BUCKET5, BUCKET6, BUCKET3, BUCKET5, No
276.66, 19.0, BUCKET2, BUCKET2, BUCKET2, BUCKET8, BUCKET1, BUCKET7, BUCKET2, BUCKET3, BUCKET2, BUCKET5, BUCKET4, BUCKET7, BUCKET6, BUCKET3, BUCKET5, No
277.48, 19.0, BUCKET1, BUCKET5, BUCKET4, BUCKET7, BUCKET1, BUCKET9, BUCKET4, BUCKET5, BUCKET2, BUCKET5, BUCKET5, BUCKET2, BUCKET8, BUCKET4, BUCKET5, No
277.46, 19.0, BUCKET2, BUCKET5, BUCKET4, BUCKET7, BUCKET2, BUCKET8, BUCKET4, BUCKET5, BUCKET2, BUCKET5, BUCKET5, BUCKET5, BUCKET8, BUCKET3, BUCKET5, No
277.48, 18.0, BUCKET1, BUCKET5, BUCKET4, BUCKET7, BUCKET2, BUCKET7, BUCKET4, BUCKET5, BUCKET2, BUCKET5, BUCKET5, BUCKET4, BUCKET4, BUCKET3, BUCKET5, No
277.08, 18.0, BUCKET1, BUCKET3, BUCKET3, BUCKET8, BUCKET2, BUCKET5, BUCKET3, BUCKET4, BUCKET2, BUCKET5, BUCKET4, BUCKET2, BUCKET3, BUCKET3, BUCKET5, No
277.08, 18.0, BUCKET1, BUCKET3, BUCKET3, BUCKET8, BUCKET2, BUCKET5, BUCKET3, BUCKET4, BUCKET0, BUCKET5, BUCKET2, BUCKET8, BUCKET3, BUCKET3, BUCKET5, No
276.8, 18.0, BUCKET5, BUCKET2, BUCKET2, BUCKET8, BUCKET2, BUCKET5, BUCKET2, BUCKET3, BUCKET0, BUCKET5, BUCKET1, BUCKET11, BUCKET3, BUCKET3, BUCKET5, No
277.81, 17.0, BUCKET4, BUCKET5, BUCKET4, BUCKET7, BUCKET2, BUCKET7, BUCKET3, BUCKET4, BUCKET5, BUCKET5, BUCKET5, BUCKET1, BUCKET3, BUCKET4, BUCKET5, No
277.95, 17.0, BUCKET3, BUCKET6, BUCKET4, BUCKET7, BUCKET2, BUCKET7, BUCKET3, BUCKET5, BUCKET5, BUCKET5, BUCKET6, BUCKET8, BUCKET4, BUCKET4, BUCKET6, No
278.01, 17.0, BUCKET2, BUCKET6, BUCKET4, BUCKET7, BUCKET2, BUCKET6, BUCKET4, BUCKET5, BUCKET5, BUCKET5, BUCKET5, BUCKET2, BUCKET4, BUCKET4, BUCKET6, No
278.09, 17.0, BUCKET1, BUCKET6, BUCKET5, BUCKET7, BUCKET2, BUCKET5, BUCKET4, BUCKET6, BUCKET5, BUCKET5, BUCKET6, BUCKET3, BUCKET4, BUCKET4, BUCKET6, No
277.61, 16.0, BUCKET4, BUCKET5, BUCKET4, BUCKET8, BUCKET2, BUCKET4, BUCKET2, BUCKET4, BUCKET5, BUCKET5, BUCKET3, BUCKET6, BUCKET4, BUCKET5, BUCKET6, No
277.83, 16.0, BUCKET3, BUCKET5, BUCKET4, BUCKET7, BUCKET2, BUCKET5, BUCKET3, BUCKET4, BUCKET5, BUCKET5, BUCKET3, BUCKET11, BUCKET5, BUCKET6, BUCKET6, No
278.36, 16.0, BUCKET2, BUCKET6, BUCKET5, BUCKET6, BUCKET2, BUCKET7, BUCKET4, BUCKET6, BUCKET5, BUCKET4, BUCKET8, BUCKET5, BUCKET4, BUCKET7, BUCKET7, No
278.44, 16.0, BUCKET1, BUCKET6, BUCKET5, BUCKET6, BUCKET2, BUCKET7, BUCKET5, BUCKET6, BUCKET5, BUCKET5, BUCKET7, BUCKET1, BUCKET5, BUCKET6, BUCKET7, No
278.25, 15.0, BUCKET1, BUCKET6, BUCKET5, BUCKET6, BUCKET2, BUCKET7, BUCKET4, BUCKET6, BUCKET5, BUCKET5, BUCKET7, BUCKET4, BUCKET4, BUCKET6, BUCKET6, No
278.03, 15.0, BUCKET2, BUCKET5, BUCKET4, BUCKET6, BUCKET3, BUCKET7, BUCKET4, BUCKET5, BUCKET5, BUCKET5, BUCKET8, BUCKET10, BUCKET3, BUCKET6, BUCKET6, No
278.76, 15.0, BUCKET1, BUCKET7, BUCKET6, BUCKET6, BUCKET3, BUCKET8, BUCKET7, BUCKET8, BUCKET5, BUCKET5, BUCKET10, BUCKET8, BUCKET4, BUCKET7, BUCKET6, No
278.22, 15.0, BUCKET1, BUCKET6, BUCKET5, BUCKET6, BUCKET3, BUCKET7, BUCKET5, BUCKET7, BUCKET5, BUCKET5, BUCKET9, BUCKET5, BUCKET4, BUCKET6, BUCKET5, No
277.83, 14.0, BUCKET3, BUCKET5, BUCKET4, BUCKET6, BUCKET2, BUCKET6, BUCKET5, BUCKET5, BUCKET5, BUCKET4, BUCKET7, BUCKET9, BUCKET4, BUCKET7, BUCKET5, No
278.0, 14.0, BUCKET2, BUCKET5, BUCKET4, BUCKET6, BUCKET2, BUCKET8, BUCKET5, BUCKET6, BUCKET5, BUCKET4, BUCKET8, BUCKET4, BUCKET5, BUCKET7, BUCKET5, No
278.33, 14.0, BUCKET1, BUCKET6, BUCKET5, BUCKET6, BUCKET2, BUCKET11, BUCKET7, BUCKET7, BUCKET5, BUCKET5, BUCKET9, BUCKET4, BUCKET7, BUCKET7, BUCKET5, No
278.12, 14.0, BUCKET2, BUCKET5, BUCKET5, BUCKET6, BUCKET2, BUCKET11, BUCKET6, BUCKET7, BUCKET5, BUCKET5, BUCKET9, BUCKET7, BUCKET7, BUCKET6, BUCKET5, No
278.19, 13.0, BUCKET1, BUCKET5, BUCKET5, BUCKET6, BUCKET4, BUCKET10, BUCKET6, BUCKET7, BUCKET3, BUCKET5, BUCKET11, BUCKET7, BUCKET5, BUCKET6, BUCKET5, No
